disease,date,count
infant-questions,2012-11,10
inflammation-questions,2012-11,2
ingrown-toenail-questions,2012-11,2
injection-questions,2012-11,15
injury-questions,2012-11,18
insomnia-questions,2012-11,2
instability-questions,2012-11,6
insulin-questions,2012-11,13
insulin-resistance-questions,2012-11,2
insurance-questions,2012-11,27
intestine-questions,2012-11,4
iron-questions,2012-11,8
irregularity-questions,2012-11,7
irritability-questions,2012-11,2
itch-questions,2012-11,29
jaw-questions,2012-11,7
juice-questions,2012-11,6
kidney-disease-questions,2012-11,2
kidney-questions,2012-11,11
kidney-stone-questions,2012-11,4
klinefelters-syndrome-questions,2012-11,2
knee-pain-questions,2012-11,4
knee-questions,2012-11,37
labor-questions,2012-11,4
lactic-acid-questions,2012-11,2
lactose-intolerance-questions,2012-11,2
lazy-eye-questions,2012-11,2
leg-questions,2012-11,65
lemon-questions,2012-11,6
leukemia-questions,2012-11,2
lice-questions,2012-11,2
ligament-questions,2012-11,6
lightheadedness-questions,2012-11,6
limb-questions,2012-11,2
lime-questions,2012-11,3
liposuction-questions,2012-11,3
lip-questions,2012-11,24
lithotripsy-questions,2012-11,2
liver-questions,2012-11,17
lotion-questions,2012-11,4
low-blood-pressure-questions,2012-11,4
low-carb-diet-questions,2012-11,2
lower-jaw-questions,2012-11,2
low-red-blood-cell-count-questions,2012-11,2
lumbar-puncture-questions,2012-11,2
lump-questions,2012-11,36
lung-questions,2012-11,16
lupus-questions,2012-11,2
lymph-node-questions,2012-11,8
macular-degeneration-questions,2012-11,4
marijuana-questions,2012-11,10
massage-questions,2012-11,4
mastectomy-questions,2012-11,4
masturbation-questions,2012-11,19
meal-questions,2012-11,18
medicare-questions,2012-11,6
memory-loss-questions,2012-11,9
menopause-questions,2012-11,12
menstrual-questions,2012-11,3
merkel-cell-carcinoma-questions,2012-11,2
metabolism-questions,2012-11,2
methadone-questions,2012-11,4
migraine-questions,2012-11,12
milk-questions,2012-11,10
miscarriage-questions,2012-11,6
mite-questions,2012-11,4
mitral-valve-prolapse-questions,2012-11,2
mold-questions,2012-11,2
mole-questions,2012-11,6
molluscum-contagiosum-questions,2012-11,2
mood-swing-questions,2012-11,5
morbid-obesity-questions,2012-11,2
morning-sickness-questions,2012-11,4
mouth-questions,2012-11,40
movement-questions,2012-11,43
mucus-questions,2012-11,18
multivitamin-questions,2012-11,2
muscle-questions,2012-11,34
nail-questions,2012-11,19
naproxen-questions,2012-11,2
narcolepsy-questions,2012-11,3
narcotic-questions,2012-11,3
nausea-questions,2012-11,58
neck-questions,2012-11,49
nerve-questions,2012-11,18
nervousness-questions,2012-11,8
neurological-disease-questions,2012-11,2
neuropathy-questions,2012-11,2
newborn-questions,2012-11,6
nightmare-questions,2012-11,2
nipple-questions,2012-11,8
nodule-questions,2012-11,4
nose-questions,2012-11,43
nostril-questions,2012-11,2
numbness-questions,2012-11,13
oatmeal-questions,2012-11,2
obesity-questions,2012-11,5
oil-questions,2012-11,7
olive-questions,2012-11,2
omega-3-questions,2012-11,2
oral-herpes-questions,2012-11,2
organ-questions,2012-11,6
osteoporosis-questions,2012-11,3
ovary-questions,2012-11,21
over-the-counter-questions,2012-11,19
ovulation-questions,2012-11,19
oxycodone-questions,2012-11,6
oxygen-questions,2012-11,9
oyster-questions,2012-11,2
pain-questions,2012-11,233
pain-relief-questions,2012-11,2
palpitation-questions,2012-11,3
pancreatic-cancer-questions,2012-11,2
panic-attack-questions,2012-11,16
pap-test-questions,2012-11,2
paralysis-questions,2012-11,2
paranoid-behavior-questions,2012-11,7
parasite-questions,2012-11,4
peach-questions,2012-11,2
peanut-questions,2012-11,2
pea-questions,2012-11,4
pelvic-area-questions,2012-11,2
pelvic-pain-questions,2012-11,2
pelvis-questions,2012-11,6
penicillin-questions,2012-11,7
penis-questions,2012-11,60
perimenopause-questions,2012-11,2
period-questions,2012-11,157
pervasive-development-disorders-questions,2012-11,2
pharyngitis-questions,2012-11,2
physical-therapy-questions,2012-11,2
pilonidal-cyst-questions,2012-11,3
pink-eye-questions,2012-11,4
pituitary-tumor-questions,2012-11,4
plastic-surgery-questions,2012-11,2
pneumonia-questions,2012-11,12
poisoning-questions,2012-11,4
polyp-questions,2012-11,2
pork-questions,2012-11,2
potassium-questions,2012-11,2
potato-questions,2012-11,2
pregnancy-questions,2012-11,185
pregnancy-test-questions,2012-11,17
premature-ejaculation-questions,2012-11,10
pre-school-questions,2012-11,2
pressure-questions,2012-11,20
prostate-cancer-questions,2012-11,9
prostate-questions,2012-11,7
prostatitis-questions,2012-11,2
protein-questions,2012-11,2
psoriasis-questions,2012-11,9
puffiness-questions,2012-11,2
pulse-questions,2012-11,4
puncture-wound-questions,2012-11,2
pupil-questions,2012-11,2
purpura-questions,2012-11,2
quit-smoking-questions,2012-11,3
rash-questions,2012-11,23
reaction-questions,2012-11,4
rectum-questions,2012-11,10
restlessness-questions,2012-11,5
rheumatoid-arthritis-questions,2012-11,2
ribcage-questions,2012-11,6
riboflavin-questions,2012-11,2
rice-questions,2012-11,2
rotator-cuff-questions,2012-11,2
running-questions,2012-11,52
runny-nose-questions,2012-11,12
rye-questions,2012-11,2
sadness-questions,2012-11,4
salad-questions,2012-11,2
salicylic-acid-questions,2012-11,4
salivary-gland-questions,2012-11,2
salt-questions,2012-11,9
scabies-questions,2012-11,6
scalp-questions,2012-11,11
scar-questions,2012-11,15
sciatica-questions,2012-11,2
scrotum-questions,2012-11,4
seeds-questions,2012-11,2
seizure-disorder-questions,2012-11,2
seizure-questions,2012-11,14
sepsis-questions,2012-11,2
sexual-intercourse-questions,2012-11,87
sexually-transmitted-disease-questions,2012-11,2
shaving-questions,2012-11,5
shingles-questions,2012-11,29
shin-questions,2012-11,7
short-stature-questions,2012-11,13
shoulder-questions,2012-11,29
sinus-infection-questions,2012-11,4
sinus-questions,2012-11,18
skin-questions,2012-11,61
skull-fracture-questions,2012-11,3
skull-questions,2012-11,2
sleep-apnea-questions,2012-11,3
sleepiness-questions,2012-11,4
smell-questions,2012-11,29
smoking-questions,2012-11,27
snack-questions,2012-11,2
snorer-questions,2012-11,2
soda-questions,2012-11,2
sodium-questions,2012-11,6
sore-questions,2012-11,4
sore-throat-questions,2012-11,18
soup-questions,2012-11,2
soy-questions,2012-11,2
spasm-questions,2012-11,2
sperm-questions,2012-11,8
spina-bifida-questions,2012-11,2
spine-questions,2012-11,12
spit-questions,2012-11,4
spotting-questions,2012-11,26
std-test-questions,2012-11,2
stent-questions,2012-11,4
steroid-questions,2012-11,8
sting-questions,2012-11,6
stitches-questions,2012-11,4
stomach-questions,2012-11,94
strep-throat-questions,2012-11,2
stress-questions,2012-11,24
stroke-questions,2012-11,17
stuffy-nose-questions,2012-11,4
sty-questions,2012-11,2
subconjunctival-hemorrhage-questions,2012-11,3
suicide-questions,2012-11,7
supplement-questions,2012-11,15
surgery-questions,2012-11,82
swallow-questions,2012-11,13
sweating-questions,2012-11,22
swelling-questions,2012-11,51
tampon-questions,2012-11,5
taste-questions,2012-11,14
tattoo-questions,2012-11,2
tea-questions,2012-11,11
temperature-questions,2012-11,15
tenderness-questions,2012-11,45
tendonitis-questions,2012-11,3
tendon-questions,2012-11,2
testicle-questions,2012-11,12
testosterone-questions,2012-11,6
tetanus-questions,2012-11,2
thigh-questions,2012-11,17
third-trimester-questions,2012-11,4
thirst-questions,2012-11,4
throat-questions,2012-11,34
thrush-questions,2012-11,2
thumb-questions,2012-11,13
thymoma-questions,2012-11,2
thyroid-cancer-questions,2012-11,2
thyroid-disease-questions,2012-11,2
thyroid-questions,2012-11,22
tick-questions,2012-11,3
tightness-questions,2012-11,8
tinea-versicolor-questions,2012-11,2
tinnitus-questions,2012-11,2
tobacco-questions,2012-11,2
toddler-questions,2012-11,2
toenail-questions,2012-11,2
toe-questions,2012-11,14
tongue-questions,2012-11,6
tonsil-questions,2012-11,4
tooth-questions,2012-11,13
transplant-questions,2012-11,3
trauma-questions,2012-11,2
travel-questions,2012-11,6
treadmill-questions,2012-11,2
tremor-questions,2012-11,4
trichomoniasis-questions,2012-11,4
trigeminal-neuralgia-questions,2012-11,2
trigger-finger-questions,2012-11,3
triglyceride-questions,2012-11,5
tubal-ligation-questions,2012-11,4
tumor-questions,2012-11,6
turkey-questions,2012-11,2
type-2-diabetes-questions,2012-11,10
ulcerative-colitis-questions,2012-11,2
ulcer-questions,2012-11,10
ultrasound-questions,2012-11,9
urinalysis-questions,2012-11,6
urinary-tract-infection-questions,2012-11,2
urination-questions,2012-11,41
uterine-cancer-questions,2012-11,2
uterus-questions,2012-11,14
vaccination-questions,2012-11,7
vaginal-discharge-questions,2012-11,4
vaginal-yeast-infection-questions,2012-11,2
vagina-questions,2012-11,68
varicose-vein-questions,2012-11,2
vegetable-questions,2012-11,2
vein-questions,2012-11,10
vertebra-questions,2012-11,2
vertigo-questions,2012-11,4
vinegar-questions,2012-11,6
virus-questions,2012-11,32
vision-problems-questions,2012-11,2
vision-questions,2012-11,97
vitamin-d-deficiency-questions,2012-11,4
vitamin-d-questions,2012-11,4
vitamin-e-questions,2012-11,2
vitamin-questions,2012-11,11
vomit-questions,2012-11,24
waist-questions,2012-11,6
walking-questions,2012-11,66
walnut-questions,2012-11,3
wart-questions,2012-11,23
weakness-questions,2012-11,9
weight-gain-questions,2012-11,13
weight-loss-questions,2012-11,22
weight-questions,2012-11,52
welt-questions,2012-11,2
wheat-bran-questions,2012-11,2
wheat-questions,2012-11,2
whitehead-questions,2012-11,10
whooping-cough-questions,2012-11,4
wine-questions,2012-11,2
wisdom-tooth-questions,2012-11,5
workout-questions,2012-11,7
worm-questions,2012-11,5
wound-questions,2012-11,6
wrist-questions,2012-11,11
x-ray-questions,2012-11,20
yeast-infection-questions,2012-11,22
yeast-questions,2012-11,10
yogurt-questions,2012-11,4
zinc-questions,2012-11,4
abdominal-muscles-questions,2012-12,2
abdominal-obesity-questions,2012-12,2
abdominal-pain-questions,2012-12,8
abdominal-surgery-questions,2012-12,2
acetaminophen-questions,2012-12,14
acne-questions,2012-12,22
acute-bronchitis-questions,2012-12,4
aggression-questions,2012-12,2
alcoholism-questions,2012-12,2
allergic-reaction-questions,2012-12,4
allergy-questions,2012-12,10
almond-questions,2012-12,4
aloe-questions,2012-12,2
alzheimers-disease-questions,2012-12,2
amoxicillin-questions,2012-12,4
amputation-questions,2012-12,2
amyotrophic-lateral-sclerosis-questions,2012-12,5
anal-wart-questions,2012-12,2
anemia-questions,2012-12,4
anger-questions,2012-12,6
ankle-questions,2012-12,17
antibiotic-questions,2012-12,45
antidepressant-questions,2012-12,12
anus-questions,2012-12,19
anxiety-questions,2012-12,17
armpit-questions,2012-12,8
arm-questions,2012-12,69
artery-questions,2012-12,10
arthritis-questions,2012-12,9
aspirin-questions,2012-12,2
asthma-questions,2012-12,4
atopic-dermatitis-questions,2012-12,7
attention-deficit-hyperactivity-disorder-questions,2012-12,11
b12-questions,2012-12,2
baby-questions,2012-12,59
back-pain-questions,2012-12,12
bacterial-vaginosis-questions,2012-12,2
bacterium-questions,2012-12,2
baldness-questions,2012-12,2
bedbug-questions,2012-12,2
bells-palsy-questions,2012-12,2
belly-button-questions,2012-12,10
benign-prostatic-hyperplasia-questions,2012-12,2
benign-questions,2012-12,4
beta-blocker-questions,2012-12,2
beta-carotene-questions,2012-12,2
beta-thalassemia-questions,2012-12,2
big-toe-questions,2012-12,6
bioidentical-hormone-questions,2012-12,2
biopsy-questions,2012-12,2
bipolar-disorder-questions,2012-12,11
birth-control-pill-questions,2012-12,8
birth-control-questions,2012-12,32
birth-questions,2012-12,8
bladder-questions,2012-12,9
blindness-questions,2012-12,5
blinking-questions,2012-12,4
blister-questions,2012-12,15
bloating-questions,2012-12,18
blood-clot-questions,2012-12,2
blood-loss-questions,2012-12,2
blood-pressure-questions,2012-12,40
blood-sugar-questions,2012-12,18
blood-test-questions,2012-12,32
blood-thinner-questions,2012-12,4
boil-questions,2012-12,4
bone-marrow-questions,2012-12,2
bone-spurs-questions,2012-12,2
bowel-movement-questions,2012-12,22
brain-questions,2012-12,18
breast-augmentation-questions,2012-12,5
breast-cancer-questions,2012-12,4
breastfeed-questions,2012-12,7
breast-questions,2012-12,39
broken-foot-questions,2012-12,4
bronchitis-questions,2012-12,2
bruise-questions,2012-12,12
bulimia-nervosa-questions,2012-12,2
bunion-questions,2012-12,2
burn-questions,2012-12,47
bursitis-questions,2012-12,4
buttocks-questions,2012-12,4
caffeine-questions,2012-12,2
calcium-questions,2012-12,6
calf-questions,2012-12,2
calorie-questions,2012-12,11
cancer-questions,2012-12,13
canker-sore-questions,2012-12,2
cardiovascular-sys-questions,2012-12,4
carpal-tunnel-syndrome-questions,2012-12,2
carrot-questions,2012-12,4
cartilage-questions,2012-12,2
cataract-questions,2012-12,2
cat-scan-questions,2012-12,13
cats-questions,2012-12,7
cauliflower-ear-questions,2012-12,2
cellulose-questions,2012-12,4
cervix-questions,2012-12,12
cesarean-section-questions,2012-12,2
chalazion-questions,2012-12,2
chemotherapy-questions,2012-12,2
chest-questions,2012-12,42
chickenpox-questions,2012-12,8
chlamydia-questions,2012-12,8
cholesterol-questions,2012-12,15
chronic-obstructive-pulmonary-disease-questions,2012-12,5
circulation-questions,2012-12,2
circumcision-questions,2012-12,4
coffee-questions,2012-12,10
coldness-questions,2012-12,47
cold-questions,2012-12,10
cold-sore-questions,2012-12,8
colonoscopy-questions,2012-12,4
colon-questions,2012-12,2
complete-blood-count-questions,2012-12,4
concentration-questions,2012-12,2
conception-questions,2012-12,4
concussion-questions,2012-12,2
condom-questions,2012-12,18
confusion-questions,2012-12,8
connective-tissue-disease-questions,2012-12,2
constipation-questions,2012-12,4
consumption-questions,2012-12,4
cooking-questions,2012-12,7
cortisone-questions,2012-12,2
cough-questions,2012-12,58
cradle-cap-questions,2012-12,2
cramps-questions,2012-12,20
cranberry-questions,2012-12,4
craniotomy-questions,2012-12,2
creatinine-questions,2012-12,4
crying-questions,2012-12,2
cuts-questions,2012-12,6
cyst-questions,2012-12,27
dairy-questions,2012-12,2
delayed-ejaculation-questions,2012-12,2
dental-questions,2012-12,7
depression-questions,2012-12,13
detached-retina-questions,2012-12,2
diabetes-questions,2012-12,49
diarrhea-questions,2012-12,35
diet-pills-questions,2012-12,2
diet-questions,2012-12,46
dislocation-questions,2012-12,2
diverticulitis-questions,2012-12,2
diverticulosis-questions,2012-12,2
dizziness-questions,2012-12,23
dog-questions,2012-12,4
drainage-questions,2012-12,7
drinking-questions,2012-12,60
drowsiness-questions,2012-12,72
drug-abuse-questions,2012-12,4
drug-overdose-questions,2012-12,2
drug-questions,2012-12,28
drug-test-questions,2012-12,5
dry-mouth-questions,2012-12,4
dry-skin-questions,2012-12,3
ear-infection-questions,2012-12,10
ears-questions,2012-12,42
echocardiogram-questions,2012-12,2
ejaculation-questions,2012-12,43
elbow-questions,2012-12,12
electric-shock-questions,2012-12,6
electrocardiogram-questions,2012-12,2
electrogastrogram-questions,2012-12,6
emergency-room-questions,2012-12,7
encephalopathy-questions,2012-12,2
endometriosis-questions,2012-12,4
endoscopy-questions,2012-12,2
epistaxis-questions,2012-12,9
erection-questions,2012-12,15
erythema-nodosum-questions,2012-12,3
esophagogastroduodenoscopy-questions,2012-12,2
esophagus-questions,2012-12,2
essential-tremor-questions,2012-12,2
estrogen-questions,2012-12,5
exercise-questions,2012-12,64
exercise-stress-test-questions,2012-12,6
exposure-questions,2012-12,2
eyebrow-questions,2012-12,2
eyelid-questions,2012-12,8
eyes-questions,2012-12,57
fallopian-tube-questions,2012-12,2
family-questions,2012-12,13
fatigue-questions,2012-12,31
fatty-liver-disease-questions,2012-12,2
fear-questions,2012-12,19
feeding-questions,2012-12,7
fertility-questions,2012-12,10
fever-blister-questions,2012-12,2
fever-questions,2012-12,68
fiber-questions,2012-12,6
fibromyalgia-questions,2012-12,7
fingernail-questions,2012-12,2
finger-questions,2012-12,31
fish-questions,2012-12,4
flat-feet-questions,2012-12,3
flatulence-questions,2012-12,14
flour-questions,2012-12,2
flu-questions,2012-12,38
folic-acid-questions,2012-12,4
food-questions,2012-12,51
foot-questions,2012-12,70
forehead-questions,2012-12,4
foreskin-questions,2012-12,4
fracture-questions,2012-12,8
freckle-questions,2012-12,2
frostbite-questions,2012-12,2
fruit-questions,2012-12,3
gallbladder-questions,2012-12,12
gallbladder-removal-questions,2012-12,2
gastric-bypass-surgery-questions,2012-12,6
gastritis-questions,2012-12,2
gastroenteritis-questions,2012-12,10
gender-questions,2012-12,2
genital-herpes-questions,2012-12,6
genitalia-questions,2012-12,10
ginger-questions,2012-12,3
goiter-questions,2012-12,5
gonorrhea-questions,2012-12,2
gout-questions,2012-12,5
grapefruit-questions,2012-12,2
grayness-questions,2012-12,2
grief-questions,2012-12,2
grip-questions,2012-12,4
gynecomastia-questions,2012-12,2
